ID,Name,Age,Photo,Nationality,Flag,Overall,Potential,Club,Club Logo,Value,Wage
232682,A. Al Suwat,23,https://cdn.sofifa.org/players/4/19/232682.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,64,69,Al Taawoun,https://cdn.sofifa.org/teams/2/light/112393.png,€600K,€4K
238570,Song Bum Keun,20,https://cdn.sofifa.org/players/4/19/238570.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,64,75,Jeonbuk Hyundai Motors,https://cdn.sofifa.org/teams/2/light/1477.png,€600K,€1K
112362,F. Zoko,34,https://cdn.sofifa.org/players/4/19/112362.png,Ivory Coast,https://cdn.sofifa.org/flags/108.png,64,64,Yeovil Town,https://cdn.sofifa.org/teams/2/light/346.png,€240K,€3K
245226,Gonçalo Cardoso,17,https://cdn.sofifa.org/players/4/19/245226.png,Portugal,https://cdn.sofifa.org/flags/38.png,64,78,Boavista FC,https://cdn.sofifa.org/teams/2/light/1898.png,€800K,€1K
202731,C. McCormack,28,https://cdn.sofifa.org/players/4/19/202731.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,64,65,Cork City,https://cdn.sofifa.org/teams/2/light/422.png,€400K,€1K
212971,N. Al Mousa,27,https://cdn.sofifa.org/players/4/19/212971.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,64,66,Al Ahli,https://cdn.sofifa.org/teams/2/light/112387.png,€450K,€7K
244971,D. Furtado,21,https://cdn.sofifa.org/players/4/19/244971.png,France,https://cdn.sofifa.org/flags/18.png,64,76,Rio Ave FC,https://cdn.sofifa.org/teams/2/light/744.png,€800K,€2K
189163,A. MacDonald,28,https://cdn.sofifa.org/players/4/19/189163.png,Scotland,https://cdn.sofifa.org/flags/42.png,64,64,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,€450K,€5K
199916,T. Eastman,26,https://cdn.sofifa.org/players/4/19/199916.png,England,https://cdn.sofifa.org/flags/14.png,64,66,Colchester United,https://cdn.sofifa.org/teams/2/light/1935.png,€450K,€3K
214508,C. Pérez,32,https://cdn.sofifa.org/players/4/19/214508.png,Colombia,https://cdn.sofifa.org/flags/56.png,64,64,Rionegro Águilas,https://cdn.sofifa.org/teams/2/light/112578.png,€260K,€1K
226540,F. Ayaz,23,https://cdn.sofifa.org/players/4/19/226540.png,Sweden,https://cdn.sofifa.org/flags/46.png,64,70,Dalkurd FF,https://cdn.sofifa.org/teams/2/light/113876.png,€625K,€1K
241132,J. Candía,22,https://cdn.sofifa.org/players/4/19/241132.png,Bolivia,https://cdn.sofifa.org/flags/53.png,64,74,,https://cdn.sofifa.org/flags/53.png,€ 0,€ 0
184300,J. Simpson,29,https://cdn.sofifa.org/players/4/19/184300.png,England,https://cdn.sofifa.org/flags/14.png,64,64,Philadelphia Union,https://cdn.sofifa.org/teams/2/light/112134.png,€450K,€2K
177645,Agus,33,https://cdn.sofifa.org/players/4/19/177645.png,Spain,https://cdn.sofifa.org/flags/45.png,64,64,Esbjerg fB,https://cdn.sofifa.org/teams/2/light/1445.png,€180K,€2K
183789,M. Howard,31,https://cdn.sofifa.org/players/4/19/183789.png,England,https://cdn.sofifa.org/flags/14.png,64,64,Blackpool,https://cdn.sofifa.org/teams/2/light/1926.png,€270K,€2K
205038,F. Helstrup,25,https://cdn.sofifa.org/players/4/19/205038.png,Denmark,https://cdn.sofifa.org/flags/13.png,64,69,Arka Gdynia,https://cdn.sofifa.org/teams/2/light/111082.png,€500K,€1K
210158,A. Kellett,24,https://cdn.sofifa.org/players/4/19/210158.png,England,https://cdn.sofifa.org/flags/14.png,64,65,Notts County,https://cdn.sofifa.org/teams/2/light/1937.png,€550K,€4K
204783,Felipe,25,https://cdn.sofifa.org/players/4/19/204783.png,Spain,https://cdn.sofifa.org/flags/45.png,64,69,AD Alcorcón,https://cdn.sofifa.org/teams/2/light/100831.png,€500K,€2K
167919,M. Done,29,https://cdn.sofifa.org/players/4/19/167919.png,Wales,https://cdn.sofifa.org/flags/50.png,64,64,Rochdale,https://cdn.sofifa.org/teams/2/light/1955.png,€350K,€1K
233711,T. Oude Kotte,22,https://cdn.sofifa.org/players/4/19/233711.png,Netherlands,https://cdn.sofifa.org/flags/34.png,64,70,Excelsior,https://cdn.sofifa.org/teams/2/light/1971.png,€525K,€1K
234991,M. Opondo,20,https://cdn.sofifa.org/players/4/19/234991.png,Uganda,https://cdn.sofifa.org/flags/146.png,64,74,Vendsyssel FF,https://cdn.sofifa.org/teams/2/light/111660.png,€725K,€2K
238831,J. Fehr,23,https://cdn.sofifa.org/players/4/19/238831.png,Germany,https://cdn.sofifa.org/flags/21.png,64,69,SG Sonnenhof Großaspach,https://cdn.sofifa.org/teams/2/light/111379.png,€600K,€1K
245487,Diogo Silva,25,https://cdn.sofifa.org/players/4/19/245487.png,Portugal,https://cdn.sofifa.org/flags/38.png,64,67,CD Tondela,https://cdn.sofifa.org/teams/2/light/112516.png,€400K,€1K
212976,T. Abe,30,https://cdn.sofifa.org/players/4/19/212976.png,Japan,https://cdn.sofifa.org/flags/163.png,64,64,Vegalta Sendai,https://cdn.sofifa.org/teams/2/light/112836.png,€425K,€2K
161776,C. Logan,32,https://cdn.sofifa.org/players/4/19/161776.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,64,64,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,€260K,€3K
238320,M. Sepúlveda,19,https://cdn.sofifa.org/players/4/19/238320.png,Chile,https://cdn.sofifa.org/flags/55.png,64,77,CD O'Higgins,https://cdn.sofifa.org/teams/2/light/112116.png,€825K,€1K
245232,M. Savković,25,https://cdn.sofifa.org/players/4/19/245232.png,Serbia,https://cdn.sofifa.org/flags/51.png,64,65,Jagiellonia Białystok,https://cdn.sofifa.org/teams/2/light/110745.png,€525K,€2K
183024,Fan Xiaodong,31,https://cdn.sofifa.org/players/4/19/183024.png,China PR,https://cdn.sofifa.org/flags/155.png,64,64,Changchun Yatai FC,https://cdn.sofifa.org/teams/2/light/111769.png,€375K,€3K
202225,B. Añor,30,https://cdn.sofifa.org/players/4/19/202225.png,Venezuela,https://cdn.sofifa.org/flags/61.png,64,64,,https://cdn.sofifa.org/flags/61.png,€ 0,€ 0
217585,B. Kuipers,23,https://cdn.sofifa.org/players/4/19/217585.png,Netherlands,https://cdn.sofifa.org/flags/34.png,64,68,ADO Den Haag,https://cdn.sofifa.org/teams/2/light/650.png,€500K,€2K
169713,S. Cummings,29,https://cdn.sofifa.org/players/4/19/169713.png,Jamaica,https://cdn.sofifa.org/flags/82.png,64,64,Doncaster Rovers,https://cdn.sofifa.org/teams/2/light/142.png,€350K,€2K
238065,K. Lankford,19,https://cdn.sofifa.org/players/4/19/238065.png,Germany,https://cdn.sofifa.org/flags/21.png,64,76,1. FC Heidenheim 1846,https://cdn.sofifa.org/teams/2/light/111235.png,€775K,€2K
205554,L. Zima,24,https://cdn.sofifa.org/players/4/19/205554.png,Czech Republic,https://cdn.sofifa.org/flags/12.png,64,71,Livorno,https://cdn.sofifa.org/teams/2/light/1844.png,€475K,€2K
163570,A. Crofts,34,https://cdn.sofifa.org/players/4/19/163570.png,Wales,https://cdn.sofifa.org/flags/50.png,64,64,Newport County,https://cdn.sofifa.org/teams/2/light/112254.png,€220K,€3K
236274,C. Palacios,27,https://cdn.sofifa.org/players/4/19/236274.png,Uruguay,https://cdn.sofifa.org/flags/60.png,64,64,Puebla FC,https://cdn.sofifa.org/teams/2/light/110152.png,€475K,€2K
244722,B. Matic,26,https://cdn.sofifa.org/players/4/19/244722.png,Serbia,https://cdn.sofifa.org/flags/51.png,64,66,FC Seoul,https://cdn.sofifa.org/teams/2/light/982.png,€550K,€2K
191730,S. Rafn,26,https://cdn.sofifa.org/players/4/19/191730.png,Norway,https://cdn.sofifa.org/flags/36.png,64,67,Lillestrøm SK,https://cdn.sofifa.org/teams/2/light/299.png,€450K,€1K
229107,N. De Medina,20,https://cdn.sofifa.org/players/4/19/229107.png,Belgium,https://cdn.sofifa.org/flags/7.png,64,75,Royal Excel Mouscron,https://cdn.sofifa.org/teams/2/light/111560.png,€675K,€2K
240371,A. Jakubech,21,https://cdn.sofifa.org/players/4/19/240371.png,Slovakia,https://cdn.sofifa.org/flags/43.png,64,75,LOSC Lille,https://cdn.sofifa.org/teams/2/light/65.png,€600K,€3K
241139,B. Hansen,24,https://cdn.sofifa.org/players/4/19/241139.png,Denmark,https://cdn.sofifa.org/flags/13.png,64,69,FC Nordsjælland,https://cdn.sofifa.org/teams/2/light/1788.png,€500K,€3K
181491,N. Burns,30,https://cdn.sofifa.org/players/4/19/181491.png,Australia,https://cdn.sofifa.org/flags/195.png,64,64,Wellington Phoenix,https://cdn.sofifa.org/teams/2/light/111766.png,€425K,€1K
208372,G. Arokoyo,25,https://cdn.sofifa.org/players/4/19/208372.png,Nigeria,https://cdn.sofifa.org/flags/133.png,64,68,Kalmar FF,https://cdn.sofifa.org/teams/2/light/1439.png,€500K,€1K
212468,J. Basulto,26,https://cdn.sofifa.org/players/4/19/212468.png,Mexico,https://cdn.sofifa.org/flags/83.png,64,67,Guadalajara,https://cdn.sofifa.org/teams/2/light/1880.png,€475K,€7K
230644,V. Sakor,22,https://cdn.sofifa.org/players/4/19/230644.png,Norway,https://cdn.sofifa.org/flags/36.png,64,70,IFK Göteborg,https://cdn.sofifa.org/teams/2/light/319.png,€600K,€1K
231668,F. García,34,https://cdn.sofifa.org/players/4/19/231668.png,Colombia,https://cdn.sofifa.org/flags/56.png,64,64,Boyacá Chicó FC,https://cdn.sofifa.org/teams/2/light/112019.png,€140K,€1K
241652,K. Kabran,24,https://cdn.sofifa.org/players/4/19/241652.png,Sweden,https://cdn.sofifa.org/flags/46.png,64,67,IK Start,https://cdn.sofifa.org/teams/2/light/1524.png,€575K,€1K
178164,K. Madsen,29,https://cdn.sofifa.org/players/4/19/178164.png,Norway,https://cdn.sofifa.org/flags/36.png,64,64,Strømsgodset IF,https://cdn.sofifa.org/teams/2/light/922.png,€350K,€1K
227573,D. Nazon,24,https://cdn.sofifa.org/players/4/19/227573.png,Haiti,https://cdn.sofifa.org/flags/80.png,64,68,Sint-Truidense VV,https://cdn.sofifa.org/teams/2/light/680.png,€600K,€3K
167925,J. O'Brien,32,https://cdn.sofifa.org/players/4/19/167925.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,64,64,Shamrock Rovers,https://cdn.sofifa.org/teams/2/light/306.png,€250K,€1K
238581,R. Vargas,19,https://cdn.sofifa.org/players/4/19/238581.png,Switzerland,https://cdn.sofifa.org/flags/47.png,64,82,FC Luzern,https://cdn.sofifa.org/teams/2/light/897.png,€975K,€2K
177397,N. Malić,30,https://cdn.sofifa.org/players/4/19/177397.png,Austria,https://cdn.sofifa.org/flags/4.png,64,64,SV Mattersburg,https://cdn.sofifa.org/teams/2/light/1785.png,€325K,€4K
204790,S. Auer,27,https://cdn.sofifa.org/players/4/19/204790.png,Austria,https://cdn.sofifa.org/flags/4.png,64,64,SK Rapid Wien,https://cdn.sofifa.org/teams/2/light/254.png,€375K,€4K
164854,J. Mullins,32,https://cdn.sofifa.org/players/4/19/164854.png,England,https://cdn.sofifa.org/flags/14.png,64,64,Cheltenham Town,https://cdn.sofifa.org/teams/2/light/1936.png,€260K,€3K
226295,B. Boutobba,19,https://cdn.sofifa.org/players/4/19/226295.png,France,https://cdn.sofifa.org/flags/18.png,64,73,Montpellier HSC,https://cdn.sofifa.org/teams/2/light/70.png,€675K,€3K
230391,Perceval Acunha,30,https://cdn.sofifa.org/players/4/19/230391.png,Brazil,https://cdn.sofifa.org/flags/54.png,64,64,América FC (Minas Gerais),https://cdn.sofifa.org/teams/2/light/112001.png,€325K,€3K
239095,J. Schryvers,21,https://cdn.sofifa.org/players/4/19/239095.png,Belgium,https://cdn.sofifa.org/flags/7.png,64,72,Waasland-Beveren,https://cdn.sofifa.org/teams/2/light/110913.png,€575K,€2K
241911,D. Kvande,23,https://cdn.sofifa.org/players/4/19/241911.png,Norway,https://cdn.sofifa.org/flags/36.png,64,69,Ranheim Fotball,https://cdn.sofifa.org/teams/2/light/112200.png,€500K,€1K
186103,L. Collins,29,https://cdn.sofifa.org/players/4/19/186103.png,England,https://cdn.sofifa.org/flags/14.png,64,64,Forest Green Rovers,https://cdn.sofifa.org/teams/2/light/561.png,€350K,€4K
206584,J. Tveita,26,https://cdn.sofifa.org/players/4/19/206584.png,Norway,https://cdn.sofifa.org/flags/36.png,64,67,Sarpsborg 08 FF,https://cdn.sofifa.org/teams/2/light/112199.png,€450K,€1K
165880,Yang Sang Min,34,https://cdn.sofifa.org/players/4/19/165880.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,64,64,Suwon Samsung Bluewings,https://cdn.sofifa.org/teams/2/light/983.png,€140K,€2K
233976,Nelson Freitosa,34,https://cdn.sofifa.org/players/4/19/233976.png,Brazil,https://cdn.sofifa.org/flags/54.png,64,64,Ceará Sporting Club,https://cdn.sofifa.org/teams/2/light/111059.png,€180K,€3K
242936,T. Mokoena,21,https://cdn.sofifa.org/players/4/19/242936.png,South Africa,https://cdn.sofifa.org/flags/140.png,64,71,,https://cdn.sofifa.org/flags/140.png,€ 0,€ 0
245240,Kikas,19,https://cdn.sofifa.org/players/4/19/245240.png,Portugal,https://cdn.sofifa.org/flags/38.png,64,77,Os Belenenses,https://cdn.sofifa.org/teams/2/light/1889.png,€850K,€1K
139257,D. Lopar,33,https://cdn.sofifa.org/players/4/19/139257.png,Switzerland,https://cdn.sofifa.org/flags/47.png,64,64,FC St. Gallen,https://cdn.sofifa.org/teams/2/light/898.png,€230K,€3K
214777,L. Díaz,26,https://cdn.sofifa.org/players/4/19/214777.png,Argentina,https://cdn.sofifa.org/flags/52.png,64,67,Atlético Tucumán,https://cdn.sofifa.org/teams/2/light/111708.png,€575K,€3K
241913,A. Foosnæs,24,https://cdn.sofifa.org/players/4/19/241913.png,Norway,https://cdn.sofifa.org/flags/36.png,64,70,Ranheim Fotball,https://cdn.sofifa.org/teams/2/light/112200.png,€525K,€1K
243705,F. Chabrolle,20,https://cdn.sofifa.org/players/4/19/243705.png,France,https://cdn.sofifa.org/flags/18.png,64,75,Olympique de Marseille,https://cdn.sofifa.org/teams/2/light/219.png,€775K,€6K
190201,M. Minesso,28,https://cdn.sofifa.org/players/4/19/190201.png,Italy,https://cdn.sofifa.org/flags/27.png,64,64,Padova,https://cdn.sofifa.org/teams/2/light/110912.png,€450K,€1K
242426,E. Cetre,20,https://cdn.sofifa.org/players/4/19/242426.png,Colombia,https://cdn.sofifa.org/flags/56.png,64,74,Santos Laguna,https://cdn.sofifa.org/teams/2/light/110144.png,€725K,€4K
200955,A. Özer,25,https://cdn.sofifa.org/players/4/19/200955.png,Turkey,https://cdn.sofifa.org/flags/48.png,64,67,Fortuna Sittard,https://cdn.sofifa.org/teams/2/light/634.png,€400K,€1K
201467,B. Gartland,31,https://cdn.sofifa.org/players/4/19/201467.png,Republic of Ireland,https://cdn.sofifa.org/flags/25.png,64,64,Dundalk,https://cdn.sofifa.org/teams/2/light/837.png,€300K,€1K
210939,P. Frascatore,26,https://cdn.sofifa.org/players/4/19/210939.png,Italy,https://cdn.sofifa.org/flags/27.png,64,64,Carpi,https://cdn.sofifa.org/teams/2/light/112409.png,€375K,€1K
231931,H. Lopes,27,https://cdn.sofifa.org/players/4/19/231931.png,Argentina,https://cdn.sofifa.org/flags/52.png,64,66,Deportes Iquique,https://cdn.sofifa.org/teams/2/light/112531.png,€450K,€1K
232955,K. Tezuka,22,https://cdn.sofifa.org/players/4/19/232955.png,Japan,https://cdn.sofifa.org/flags/163.png,64,69,Kashiwa Reysol,https://cdn.sofifa.org/teams/2/light/101145.png,€500K,€2K
238843,T. Lebeau,19,https://cdn.sofifa.org/players/4/19/238843.png,France,https://cdn.sofifa.org/flags/18.png,64,74,Chamois Niortais Football Club,https://cdn.sofifa.org/teams/2/light/1813.png,€700K,€1K
243707,Brandão,27,https://cdn.sofifa.org/players/4/19/243707.png,Brazil,https://cdn.sofifa.org/flags/54.png,64,64,Vendsyssel FF,https://cdn.sofifa.org/teams/2/light/111660.png,€475K,€3K
210428,P. Bajza,26,https://cdn.sofifa.org/players/4/19/210428.png,Slovakia,https://cdn.sofifa.org/flags/43.png,64,67,Vejle Boldklub,https://cdn.sofifa.org/teams/2/light/822.png,€400K,€2K
226300,U. Çakır,22,https://cdn.sofifa.org/players/4/19/226300.png,Turkey,https://cdn.sofifa.org/flags/48.png,64,71,Trabzonspor,https://cdn.sofifa.org/teams/2/light/436.png,€475K,€4K
242684,H. Bwana,19,https://cdn.sofifa.org/players/4/19/242684.png,Kenya,https://cdn.sofifa.org/flags/120.png,64,79,Seattle Sounders FC,https://cdn.sofifa.org/teams/2/light/111144.png,€975K,€1K
214013,J. Murillo,26,https://cdn.sofifa.org/players/4/19/214013.png,Colombia,https://cdn.sofifa.org/flags/56.png,64,67,Tiburones Rojos de Veracruz,https://cdn.sofifa.org/teams/2/light/110145.png,€450K,€2K
216317,D. Geissler,24,https://cdn.sofifa.org/players/4/19/216317.png,Austria,https://cdn.sofifa.org/flags/4.png,64,71,TSV Hartberg,https://cdn.sofifa.org/teams/2/light/2017.png,€625K,€2K
222973,M. Diakota,27,https://cdn.sofifa.org/players/4/19/222973.png,France,https://cdn.sofifa.org/flags/18.png,64,64,AS Béziers,https://cdn.sofifa.org/teams/2/light/113948.png,€475K,€2K
224253,D. Parker,22,https://cdn.sofifa.org/players/4/19/224253.png,Germany,https://cdn.sofifa.org/flags/21.png,64,72,1. FSV Mainz 05,https://cdn.sofifa.org/teams/2/light/169.png,€675K,€5K
233213,V. Tranberg,21,https://cdn.sofifa.org/players/4/19/233213.png,Denmark,https://cdn.sofifa.org/flags/13.png,64,71,Örebro SK,https://cdn.sofifa.org/teams/2/light/705.png,€550K,€2K
198142,O. Ayık,28,https://cdn.sofifa.org/players/4/19/198142.png,Turkey,https://cdn.sofifa.org/flags/48.png,64,64,Akhisar Belediyespor,https://cdn.sofifa.org/teams/2/light/111340.png,€450K,€4K
212990,C. Camps,22,https://cdn.sofifa.org/players/4/19/212990.png,Northern Ireland,https://cdn.sofifa.org/flags/35.png,64,70,Rochdale,https://cdn.sofifa.org/teams/2/light/1955.png,€600K,€1K
239614,Jesús Areso,18,https://cdn.sofifa.org/players/4/19/239614.png,Spain,https://cdn.sofifa.org/flags/45.png,64,79,Athletic Club de Bilbao,https://cdn.sofifa.org/teams/2/light/448.png,€825K,€2K
200703,R. Siemaszko,31,https://cdn.sofifa.org/players/4/19/200703.png,Poland,https://cdn.sofifa.org/flags/37.png,64,64,Arka Gdynia,https://cdn.sofifa.org/teams/2/light/111082.png,€400K,€2K
222463,O. Khan,21,https://cdn.sofifa.org/players/4/19/222463.png,England,https://cdn.sofifa.org/flags/14.png,64,70,Mansfield Town,https://cdn.sofifa.org/teams/2/light/1940.png,€625K,€3K
238591,A. Langlitz,27,https://cdn.sofifa.org/players/4/19/238591.png,Germany,https://cdn.sofifa.org/flags/21.png,64,65,VfL Sportfreunde Lotte,https://cdn.sofifa.org/teams/2/light/110700.png,€425K,€1K
214272,P. Soto,23,https://cdn.sofifa.org/players/4/19/214272.png,Chile,https://cdn.sofifa.org/flags/55.png,63,73,Colo-Colo,https://cdn.sofifa.org/teams/2/light/110980.png,€450K,€1K
230912,P. Ghiglione,21,https://cdn.sofifa.org/players/4/19/230912.png,Italy,https://cdn.sofifa.org/flags/27.png,63,75,Frosinone,https://cdn.sofifa.org/teams/2/light/111657.png,€650K,€2K
242176,J. Buitrago,25,https://cdn.sofifa.org/players/4/19/242176.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,66,Patriotas Boyacá FC,https://cdn.sofifa.org/teams/2/light/112527.png,€400K,€1K
243456,B. White,22,https://cdn.sofifa.org/players/4/19/243456.png,United States,https://cdn.sofifa.org/flags/95.png,63,69,New York Red Bulls,https://cdn.sofifa.org/teams/2/light/689.png,€525K,€2K
244992,Gabriel Nunes,23,https://cdn.sofifa.org/players/4/19/244992.png,Brazil,https://cdn.sofifa.org/flags/54.png,63,67,Boavista FC,https://cdn.sofifa.org/teams/2/light/1898.png,€400K,€1K
221953,B. Whitfield,22,https://cdn.sofifa.org/players/4/19/221953.png,England,https://cdn.sofifa.org/flags/14.png,63,69,Port Vale,https://cdn.sofifa.org/teams/2/light/1928.png,€500K,€3K
224769,T. Doyle,26,https://cdn.sofifa.org/players/4/19/224769.png,New Zealand,https://cdn.sofifa.org/flags/198.png,63,65,Wellington Phoenix,https://cdn.sofifa.org/teams/2/light/111766.png,€375K,€1K
232193,Ko Tae Won,25,https://cdn.sofifa.org/players/4/19/232193.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,63,67,Sangju Sangmu FC,https://cdn.sofifa.org/teams/2/light/2055.png,€400K,€1K
236033,Dani Cárdenas,21,https://cdn.sofifa.org/players/4/19/236033.png,Spain,https://cdn.sofifa.org/flags/45.png,63,73,Levante UD,https://cdn.sofifa.org/teams/2/light/1853.png,€450K,€2K
240385,N. Zanellato,20,https://cdn.sofifa.org/players/4/19/240385.png,Italy,https://cdn.sofifa.org/flags/27.png,63,74,Crotone,https://cdn.sofifa.org/teams/2/light/110734.png,€625K,€1K
243201,Álex Domínguez,19,https://cdn.sofifa.org/players/4/19/243201.png,Spain,https://cdn.sofifa.org/flags/45.png,63,77,Deportivo Alavés,https://cdn.sofifa.org/teams/2/light/463.png,€650K,€1K
208386,M. Satli,28,https://cdn.sofifa.org/players/4/19/208386.png,Algeria,https://cdn.sofifa.org/flags/97.png,63,63,Red Star FC,https://cdn.sofifa.org/teams/2/light/111273.png,€290K,€1K
224002,N. Mousa,31,https://cdn.sofifa.org/players/4/19/224002.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,63,63,Al Taawoun,https://cdn.sofifa.org/teams/2/light/112393.png,€240K,€4K
232706,M. Fujita,32,https://cdn.sofifa.org/players/4/19/232706.png,Japan,https://cdn.sofifa.org/flags/163.png,63,63,Sagan Tosu,https://cdn.sofifa.org/teams/2/light/113160.png,€200K,€1K
210691,L. Nilsen,23,https://cdn.sofifa.org/players/4/19/210691.png,Norway,https://cdn.sofifa.org/flags/36.png,63,72,Tromsø IL,https://cdn.sofifa.org/teams/2/light/418.png,€575K,€1K
221443,S. Mensiro,29,https://cdn.sofifa.org/players/4/19/221443.png,Ghana,https://cdn.sofifa.org/flags/117.png,63,63,Östersunds FK,https://cdn.sofifa.org/teams/2/light/113173.png,€290K,€1K
243715,W. Saliba,17,https://cdn.sofifa.org/players/4/19/243715.png,France,https://cdn.sofifa.org/flags/18.png,63,77,AS Saint-Étienne,https://cdn.sofifa.org/teams/2/light/1819.png,€650K,€2K
244995,L. Trejo,30,https://cdn.sofifa.org/players/4/19/244995.png,Argentina,https://cdn.sofifa.org/flags/52.png,63,63,Atlético Huila,https://cdn.sofifa.org/teams/2/light/112528.png,€270K,€1K
189955,O. Söderberg,27,https://cdn.sofifa.org/players/4/19/189955.png,Sweden,https://cdn.sofifa.org/flags/46.png,63,65,Kalmar FF,https://cdn.sofifa.org/teams/2/light/1439.png,€300K,€1K
207620,C. Jennings,27,https://cdn.sofifa.org/players/4/19/207620.png,England,https://cdn.sofifa.org/flags/14.png,63,63,Tranmere Rovers,https://cdn.sofifa.org/teams/2/light/15048.png,€375K,€3K
209668,A. Arrigoni,29,https://cdn.sofifa.org/players/4/19/209668.png,Italy,https://cdn.sofifa.org/flags/27.png,63,63,Lecce,https://cdn.sofifa.org/teams/2/light/347.png,€290K,€1K
239364,P. Köhn,20,https://cdn.sofifa.org/players/4/19/239364.png,Switzerland,https://cdn.sofifa.org/flags/47.png,63,77,FC Red Bull Salzburg,https://cdn.sofifa.org/teams/2/light/191.png,€675K,€3K
242692,K. Nakamura,25,https://cdn.sofifa.org/players/4/19/242692.png,Japan,https://cdn.sofifa.org/flags/163.png,63,66,V-Varen Nagasaki,https://cdn.sofifa.org/teams/2/light/112448.png,€475K,€1K
245764,Ricardo Campos,18,https://cdn.sofifa.org/players/4/19/245764.png,Portugal,https://cdn.sofifa.org/flags/38.png,63,79,Valencia CF,https://cdn.sofifa.org/teams/2/light/461.png,€750K,€7K
246276,Joaquín,19,https://cdn.sofifa.org/players/4/19/246276.png,Spain,https://cdn.sofifa.org/flags/45.png,63,76,Atlético Madrid,https://cdn.sofifa.org/teams/2/light/240.png,€700K,€4K
186884,B. Kantarovski,26,https://cdn.sofifa.org/players/4/19/186884.png,Australia,https://cdn.sofifa.org/flags/195.png,63,65,Newcastle Jets,https://cdn.sofifa.org/teams/2/light/111398.png,€375K,€1K
232453,N. Ishikawa,32,https://cdn.sofifa.org/players/4/19/232453.png,Japan,https://cdn.sofifa.org/flags/163.png,63,63,Hokkaido Consadole Sapporo,https://cdn.sofifa.org/teams/2/light/112444.png,€200K,€1K
238341,A. Dzabana,21,https://cdn.sofifa.org/players/4/19/238341.png,France,https://cdn.sofifa.org/flags/18.png,63,73,Le Havre AC,https://cdn.sofifa.org/teams/2/light/1738.png,€600K,€2K
241925,C. Führich,20,https://cdn.sofifa.org/players/4/19/241925.png,Germany,https://cdn.sofifa.org/flags/21.png,63,75,1. FC Köln,https://cdn.sofifa.org/teams/2/light/31.png,€650K,€3K
242437,C. López,23,https://cdn.sofifa.org/players/4/19/242437.png,Colombia,https://cdn.sofifa.org/flags/56.png,63,70,Millonarios FC,https://cdn.sofifa.org/teams/2/light/101105.png,€525K,€1K
215302,F. Marquet,23,https://cdn.sofifa.org/players/4/19/215302.png,Belgium,https://cdn.sofifa.org/flags/7.png,63,68,KV Oostende,https://cdn.sofifa.org/teams/2/light/682.png,€475K,€3K
220422,M. Hamzi,26,https://cdn.sofifa.org/players/4/19/220422.png,Saudi Arabia,https://cdn.sofifa.org/flags/183.png,63,64,Al Fateh,https://cdn.sofifa.org/teams/2/light/112390.png,€425K,€6K
199431,T. Regan,29,https://cdn.sofifa.org/players/4/19/199431.png,Australia,https://cdn.sofifa.org/flags/195.png,63,63,Adelaide United,https://cdn.sofifa.org/teams/2/light/111393.png,€290K,€1K
214279,H. Cavero,22,https://cdn.sofifa.org/players/4/19/214279.png,Chile,https://cdn.sofifa.org/flags/55.png,63,74,CD Antofagasta,https://cdn.sofifa.org/teams/2/light/112533.png,€550K,€1K
239367,R. Hack,19,https://cdn.sofifa.org/players/4/19/239367.png,Germany,https://cdn.sofifa.org/flags/21.png,63,78,TSG 1899 Hoffenheim,https://cdn.sofifa.org/teams/2/light/10029.png,€800K,€3K
240135,Nuno Macedo,19,https://cdn.sofifa.org/players/4/19/240135.png,Portugal,https://cdn.sofifa.org/flags/38.png,63,72,Moreirense FC,https://cdn.sofifa.org/teams/2/light/1900.png,€425K,€1K
240647,V. Bezecourt,25,https://cdn.sofifa.org/players/4/19/240647.png,France,https://cdn.sofifa.org/flags/18.png,63,68,New York Red Bulls,https://cdn.sofifa.org/teams/2/light/689.png,€500K,€2K
231944,Woo Chan Yang,21,https://cdn.sofifa.org/players/4/19/231944.png,Korea Republic,https://cdn.sofifa.org/flags/167.png,63,74,Pohang Steelers,https://cdn.sofifa.org/teams/2/light/1474.png,€550K,€1K
234760,A. Reca,23,https://cdn.sofifa.org/players/4/19/234760.png,Poland,https://cdn.sofifa.org/flags/37.png,63,69,Atalanta,https://cdn.sofifa.org/teams/2/light/39.png,€425K,€4K
240136,João Tavares,19,https://cdn.sofifa.org/players/4/19/240136.png,Portugal,https://cdn.sofifa.org/flags/38.png,63,74,CD Feirense,https://cdn.sofifa.org/teams/2/light/10019.png,€600K,€1K
